TRP-10003|Noruega|Francia|467.1|3|en_curso|Oscar Nunez|11097684|54789005|28/06/2026
TRP-00549|Milan|Trujillo|132.31|2|completado|Deyvis Ccahuana|68764710|90012318|06/05/2026
TRP-00550|Paris|Madrid|132.69|1|completado|Deyvis Ccahuana|68764710|11123419|14/05/2026
TRP-00551|Cajamarca|Cusco|127.34|1|completado|Deyvis Ccahuana|68764710|12345611|26/04/2026
TRP-00552|Paris|Berlin|213.99|1|completado|Daniel Delgado|48100802|87654312|15/03/2026
TRP-00553|Huanuco|Chiclayo|213.14|1|completado|Daniel Delgado|48100802|23456712|17/05/2026
TRP-00554|Cajamarca|Madrid|213.52|2|completado|Daniel Delgado|48100802|34567813|17/05/2026
TRP-00555|Arequipa|Cajamarca|212.53|1|completado|Daniel Delgado|48100802|45678914|20/04/2026
TRP-00556|Madrid|Huanuco|212.73|3|completado|Daniel Delgado|48100802|56789015|24/04/2026
TRP-00557|London|Lima|215.02|1|completado|Daniel Delgado|48100802|67890116|14/03/2026
TRP-00558|Madrid|Milan|213.93|3|completado|Daniel Delgado|48100802|78901217|21/03/2026
TRP-00559|Tacna|Berlin|214.54|1|completado|Daniel Delgado|48100802|89012318|12/04/2026
TRP-00560|Barcelona|Trujillo|213.24|2|completado|Daniel Delgado|48100802|90123419|01/03/2026
TRP-00561|Cusco|Tacna|214.96|1|completado|Daniel Delgado|48100802|11223520|08/04/2026
TRP-00562|Huancayo|Berlin|149.37|1|completado|Ramiro Diaz|86637915|22334621|06/04/2026
TRP-00563|Berlin|Chiclayo|152.01|1|completado|Ramiro Diaz|86637915|33445722|05/03/2026
TRP-00564|Chiclayo|Cusco|151.05|3|completado|Ramiro Diaz|86637915|44556823|09/03/2026
TRP-00565|Huanuco|Cusco|150.15|3|completado|Ramiro Diaz|86637915|55667924|07/03/2026
TRP-00566|Huancayo|Barcelona|151.34|3|completado|Ramiro Diaz|86637915|66778025|25/03/2026
TRP-00567|Milan|Madrid|151.09|3|completado|Ramiro Diaz|86637915|77889126|23/03/2026
TRP-00568|Iquitos|Huancayo|150.79|1|completado|Ramiro Diaz|86637915|88990227|12/04/2026
TRP-00569|Madrid|Cusco|152.13|3|completado|Ramiro Diaz|86637915|99001328|06/04/2026
TRP-00570|Amsterdam|Huancayo|149.54|1|completado|Ramiro Diaz|86637915|10111429|29/04/2026
TRP-00571|Junin|Iquitos|149.52|2|completado|Ramiro Diaz|86637915|21323530|08/04/2026
TRP-00572|Amsterdam|London|150.65|2|completado|Ramiro Diaz|86637915|32434631|04/04/2026
TRP-00573|Rome|Huanuco|151.09|2|completado|Ramiro Diaz|86637915|43545732|18/03/2026
TRP-00574|Huancayo|Iquitos|151.37|1|completado|Ramiro Diaz|86637915|54656833|04/04/2026
TRP-00575|Milan|Barcelona|194.71|3|completado|Moises Cabrera|65209604|65767934|19/03/2026
TRP-00576|Berlin|Arequipa|192.23|3|completado|Moises Cabrera|65209604|76879035|24/03/2026
TRP-00577|Cajamarca|Paris|194.18|1|completado|Moises Cabrera|65209604|87990136|04/04/2026
TRP-00578|Milan|Trujillo|192.91|1|completado|Moises Cabrera|65209604|98901237|06/05/2026
TRP-00579|Paris|Amsterdam|193.25|3|completado|Moises Cabrera|65209604|12012338|18/05/2026
TRP-00580|Iquitos|Junin|193.07|2|completado|Moises Cabrera|65209604|23123439|06/03/2026
TRP-00581|Trujillo|Junin|193.99|1|completado|Moises Cabrera|65209604|34234540|27/04/2026
TRP-00582|Arequipa|Madrid|192.56|3|completado|Moises Cabrera|65209604|45345641|08/04/2026
TRP-00583|Madrid|Amsterdam|195|3|completado|Moises Cabrera|65209604|56456742|21/04/2026
TRP-00584|Iquitos|Barcelona|163.85|3|completado|Patricio Quiroz|17356702|67567843|20/05/2026
TRP-00585|Chiclayo|Cusco|164.46|1|completado|Patricio Quiroz|17356702|78678944|18/03/2026
TRP-00586|Huancayo|Amsterdam|162.14|1|completado|Patricio Quiroz|17356702|89789045|07/05/2026
TRP-00587|Huancayo|Amsterdam|162.27|1|completado|Patricio Quiroz|17356702|90890146|21/04/2026
TRP-00588|Arequipa|Madrid|164.65|3|completado|Patricio Quiroz|17356702|10901247|27/03/2026
TRP-00589|Paris|Berlin|164.55|2|completado|Patricio Quiroz|17356702|21012348|07/05/2026
TRP-00590|Rome|London|163.71|2|completado|Patricio Quiroz|17356702|32123449|11/05/2026
TRP-00591|Madrid|Barcelona|162.77|3|completado|Patricio Quiroz|17356702|43234550|03/04/2026
TRP-00592|Cusco|Piura|163.05|1|completado|Patricio Quiroz|17356702|54345651|13/04/2026
TRP-00593|Madrid|Junin|163.39|3|completado|Patricio Quiroz|17356702|65456752|29/03/2026
TRP-00594|Piura|Huanuco|164.86|2|completado|Patricio Quiroz|17356702|76567853|06/04/2026
TRP-00595|Huancayo|Trujillo|88.18|1|completado|Yonatan Gutierrez|68096865|87678954|01/04/2026
TRP-00596|Cajamarca|Chiclayo|88.49|3|completado|Yonatan Gutierrez|68096865|98789055|23/04/2026
TRP-00597|Milan|Rome|88.13|3|completado|Yonatan Gutierrez|68096865|12890156|05/04/2026
TRP-00598|Junin|Madrid|87.82|1|completado|Yonatan Gutierrez|68096865|23901257|26/04/2026
TRP-00599|Milan|Cajamarca|87.07|3|completado|Yonatan Gutierrez|68096865|34012358|01/04/2026
TRP-00600|Paris|Chiclayo|87.62|1|completado|Yonatan Gutierrez|68096865|45123459|10/03/2026
TRP-00601|Cusco|Tacna|85.79|3|completado|Yonatan Gutierrez|68096865|56234560|09/04/2026
TRP-00602|Milan|London|88.08|3|completado|Yonatan Gutierrez|68096865|67345661|25/03/2026
TRP-00603|Iquitos|Trujillo|86.3|1|completado|Yonatan Gutierrez|68096865|78456762|04/03/2026
TRP-00604|Milan|Huanuco|87.86|3|completado|Yonatan Gutierrez|68096865|89567863|21/03/2026
TRP-00605|Huancayo|Madrid|87.47|3|completado|Yonatan Gutierrez|68096865|90678964|03/05/2026
TRP-00606|Amsterdam|Huanuco|85.82|2|completado|Yonatan Gutierrez|68096865|10789065|27/03/2026
TRP-00607|Junin|Cajamarca|85.37|2|completado|Yonatan Gutierrez|68096865|21890166|11/04/2026
TRP-00608|Arequipa|Milan|92.41|1|completado|Deyvis Perez|84913726|32901267|12/03/2026
TRP-00609|Cajamarca|Piura|95|1|completado|Deyvis Perez|84913726|43012368|04/05/2026
TRP-00610|Huancayo|Madrid|93.29|2|completado|Deyvis Perez|84913726|54123469|11/05/2026
TRP-00611|Tacna|Cajamarca|92.72|1|completado|Deyvis Perez|84913726|65234570|12/05/2026
TRP-00612|Junin|Lima|93.57|3|completado|Deyvis Perez|84913726|76345671|11/05/2026
TRP-00613|Lima|Huancayo|93.51|3|completado|Deyvis Perez|84913726|87456772|04/05/2026
TRP-00614|Chiclayo|Tacna|93.67|3|completado|Deyvis Perez|84913726|98567873|12/03/2026
TRP-00615|Amsterdam|Cusco|94.66|1|completado|Deyvis Perez|84913726|12678974|15/03/2026
TRP-00616|Paris|Madrid|94.35|2|completado|Deyvis Perez|84913726|23789075|22/03/2026
TRP-00617|Lima|Trujillo|92.49|2|completado|Deyvis Perez|84913726|34890176|29/03/2026
TRP-00618|Lima|Piura|94.94|3|completado|Deyvis Perez|84913726|45901277|16/05/2026
TRP-00619|Chiclayo|Cajamarca|92.26|2|completado|Deyvis Perez|84913726|56012378|29/03/2026
TRP-00620|Berlin|Arequipa|95.13|2|completado|Deyvis Perez|84913726|67123479|16/04/2026
TRP-00621|Chiclayo|Milan|94.12|2|completado|Deyvis Perez|84913726|78234580|06/03/2026
TRP-00622|Arequipa|London|92.88|2|completado|Deyvis Perez|84913726|89345681|26/04/2026
TRP-00623|Tacna|Chiclayo|50.33|1|completado|Joaquin Tapia|77113243|90456782|26/03/2026
TRP-00624|Iquitos|Cajamarca|51.98|3|completado|Joaquin Tapia|77113243|10567883|30/04/2026
TRP-00625|Madrid|Chiclayo|50.31|3|completado|Joaquin Tapia|77113243|21678984|27/03/2026
TRP-00626|Cusco|Piura|52.29|3|completado|Joaquin Tapia|77113243|32789085|28/03/2026
TRP-00627|Berlin|London|53.29|2|completado|Joaquin Tapia|77113243|43890186|13/04/2026
TRP-00628|London|Iquitos|131.73|2|completado|Yhonatan Zapata|62849302|54901287|28/03/2026
TRP-00629|Piura|Huanuco|131.26|3|completado|Yhonatan Zapata|62849302|65012388|15/05/2026
TRP-00630|Junin|Chiclayo|130.01|3|completado|Yhonatan Zapata|62849302|76123489|20/04/2026
TRP-00631|Junin|Amsterdam|132.03|2|completado|Yhonatan Zapata|62849302|87234590|22/04/2026
TRP-00632|Rome|Cajamarca|131.13|3|completado|Yhonatan Zapata|62849302|98345691|09/03/2026
TRP-00633|Amsterdam|Chiclayo|131.24|3|completado|Yhonatan Zapata|62849302|12456792|17/05/2026
TRP-00634|Cusco|Tacna|131.59|3|completado|Yhonatan Zapata|62849302|23567893|17/03/2026
TRP-00635|Barcelona|Berlin|130.63|1|completado|Yhonatan Zapata|62849302|34678994|10/04/2026
TRP-00636|Milan|Amsterdam|129.86|2|completado|Yhonatan Zapata|62849302|45789095|07/03/2026
TRP-00637|Huanuco|Iquitos|132.59|1|completado|Yhonatan Zapata|62849302|56890196|13/04/2026
TRP-00638|Amsterdam|Berlin|130.02|3|completado|Yhonatan Zapata|62849302|67901297|19/05/2026
TRP-00639|Huanuco|Rome|132.61|1|completado|Yhonatan Zapata|62849302|78012398|15/04/2026
TRP-00640|Amsterdam|Piura|131.35|2|completado|Yhonatan Zapata|62849302|89123499|18/04/2026
TRP-00641|Barcelona|London|130.05|2|completado|Yhonatan Zapata|62849302|90234500|17/03/2026
TRP-00642|Iquitos|Madrid|79.92|3|completado|Cesar Romero|63738912|10345601|07/03/2026
TRP-00643|Junin|London|82.34|2|completado|Cesar Romero|63738912|21456702|11/05/2026
TRP-00644|Amsterdam|Milan|81.92|3|completado|Cesar Romero|63738912|32567803|13/05/2026
TRP-00645|Cusco|Junin|80.34|3|completado|Cesar Romero|63738912|43678904|01/04/2026
TRP-00646|Paris|Huanuco|81.25|3|completado|Cesar Romero|63738912|54789005|26/04/2026
TRP-00647|Cajamarca|Piura|81.93|2|completado|Cesar Romero|63738912|65890106|13/04/2026
TRP-00648|Arequipa|Piura|80.75|3|completado|Cesar Romero|63738912|76901207|13/05/2026
TRP-00649|Madrid|Arequipa|80.26|3|completado|Cesar Romero|63738912|87012308|10/03/2026
TRP-00650|Junin|Cajamarca|79.85|3|completado|Cesar Romero|63738912|98123409|26/04/2026
TRP-00651|Tacna|Junin|80.16|1|completado|Cesar Romero|63738912|12234510|19/03/2026
TRP-00652|Milan|Cusco|82.12|2|completado|Cesar Romero|63738912|23345611|08/05/2026
TRP-00653|London|Arequipa|85.26|1|completado|Cesar Romero|63738912|34456712|19/03/2026
TRP-00654|Rome|Iquitos|101.15|2|completado|Gonzalo Lopez|86717105|45567813|26/03/2026
TRP-00655|Junin|Arequipa|102.33|1|completado|Gonzalo Lopez|86717105|56678914|28/04/2026
TRP-00656|Chiclayo|Trujillo|102.06|2|completado|Gonzalo Lopez|86717105|67789015|06/05/2026
TRP-00657|Madrid|Trujillo|103.05|1|completado|Gonzalo Lopez|86717105|78890116|03/03/2026
TRP-00658|Lima|Huanuco|103.13|3|completado|Gonzalo Lopez|86717105|89901217|08/04/2026
TRP-00659|Chiclayo|Madrid|100.7|1|completado|Gonzalo Lopez|86717105|90012318|08/05/2026
TRP-00660|Barcelona|Chiclayo|100.55|3|completado|Gonzalo Lopez|86717105|11123419|02/04/2026
TRP-00661|Rome|Milan|100.69|2|completado|Gonzalo Lopez|86717105|12345611|11/05/2026
TRP-00662|Cajamarca|Madrid|103.12|2|completado|Gonzalo Lopez|86717105|87654312|13/05/2026
TRP-00663|Arequipa|Cusco|101.87|2|completado|Gonzalo Lopez|86717105|23456712|02/05/2026
TRP-00664|Tacna|Arequipa|102.59|2|completado|Gonzalo Lopez|86717105|34567813|26/03/2026
TRP-00665|Trujillo|Madrid|102.73|1|completado|Gonzalo Lopez|86717105|45678914|08/04/2026
TRP-00666|Madrid|Lima|100.57|1|completado|Gonzalo Lopez|86717105|56789015|06/03/2026
TRP-00667|Cajamarca|Madrid|101.1|1|completado|Gonzalo Lopez|86717105|67890116|25/04/2026
TRP-00668|Trujillo|Madrid|99.26|3|completado|Gonzalo Lopez|86717105|78901217|04/03/2026
TRP-00669|Arequipa|Lima|211.95|1|completado|Andres Quiroz|86635259|89012318|13/04/2026
TRP-00670|Junin|Cajamarca|211.82|3|completado|Andres Quiroz|86635259|90123419|14/03/2026
TRP-00671|Barcelona|London|209.43|1|completado|Andres Quiroz|86635259|11223520|19/03/2026
TRP-00672|Tacna|Trujillo|209.3|2|completado|Andres Quiroz|86635259|22334621|29/03/2026
TRP-00673|Huancayo|Rome|209.86|3|completado|Andres Quiroz|86635259|33445722|10/03/2026
TRP-00674|Chiclayo|Madrid|210.66|2|completado|Andres Quiroz|86635259|44556823|12/04/2026
TRP-00675|Barcelona|Amsterdam|212.08|3|completado|Andres Quiroz|86635259|55667924|31/03/2026
TRP-00676|Amsterdam|Arequipa|211.96|2|completado|Andres Quiroz|86635259|66778025|04/05/2026
TRP-00677|Chiclayo|Amsterdam|210.17|3|completado|Andres Quiroz|86635259|77889126|23/04/2026
TRP-00678|Cajamarca|Piura|209.91|2|completado|Andres Quiroz|86635259|88990227|25/03/2026
TRP-00679|Paris|Junin|210.29|2|completado|Andres Quiroz|86635259|99001328|29/03/2026
TRP-00680|Lima|Arequipa|211.02|1|completado|Andres Quiroz|86635259|10111429|12/04/2026
TRP-00681|Berlin|Lima|211.13|3|completado|Andres Quiroz|86635259|21323530|06/03/2026
TRP-00682|Iquitos|Chiclayo|210.42|2|completado|Andres Quiroz|86635259|32434631|14/03/2026
TRP-00683|Cusco|Barcelona|212.01|2|completado|Jhonny Tapia|68815189|43545732|15/03/2026
TRP-00684|Cajamarca|London|211.27|1|completado|Jhonny Tapia|68815189|54656833|07/03/2026
TRP-00685|Lima|Cusco|211.1|1|completado|Jhonny Tapia|68815189|65767934|17/03/2026
TRP-00686|Iquitos|Madrid|211.97|2|completado|Jhonny Tapia|68815189|76879035|22/03/2026
TRP-00687|Milan|Cusco|211.54|1|completado|Jhonny Tapia|68815189|87990136|08/05/2026
TRP-00688|Cusco|Iquitos|210.66|2|completado|Jhonny Tapia|68815189|98901237|23/04/2026
TRP-00689|Berlin|Tacna|212.98|1|completado|Jhonny Tapia|68815189|12012338|09/03/2026
TRP-00690|Junin|Trujillo|210.71|2|completado|Jhonny Tapia|68815189|23123439|28/04/2026
TRP-00691|Berlin|Cusco|210.85|2|completado|Jhonny Tapia|68815189|34234540|22/03/2026
TRP-00692|Paris|Huancayo|212.62|1|completado|Jhonny Tapia|68815189|45345641|14/05/2026
TRP-00693|Iquitos|Cusco|216.39|2|completado|Jhonny Tapia|68815189|56456742|05/05/2026
TRP-00694|Chiclayo|Paris|118.1|1|completado|Yimmy Ramirez|54681556|67567843|17/04/2026
TRP-00695|Madrid|Piura|118.58|3|completado|Yimmy Ramirez|54681556|78678944|19/05/2026
TRP-00696|Cajamarca|Barcelona|119.46|2|completado|Yimmy Ramirez|54681556|89789045|20/04/2026
TRP-00697|Tacna|Paris|118.36|1|completado|Yimmy Ramirez|54681556|90890146|17/04/2026
TRP-00698|Milan|Paris|117.3|1|completado|Yimmy Ramirez|54681556|10901247|14/04/2026
TRP-00699|Iquitos|Arequipa|118.27|1|completado|Yimmy Ramirez|54681556|21012348|08/04/2026
TRP-00700|London|Rome|117.62|2|completado|Yimmy Ramirez|54681556|32123449|01/04/2026
TRP-00701|Huanuco|Tacna|118.05|3|completado|Yimmy Ramirez|54681556|43234550|26/03/2026
TRP-00702|Lima|Amsterdam|118.68|2|completado|Yimmy Ramirez|54681556|54345651|17/03/2026
TRP-00703|Junin|Amsterdam|118.15|2|completado|Yimmy Ramirez|54681556|65456752|19/05/2026
TRP-00704|Lima|Madrid|118.21|1|completado|Yimmy Ramirez|54681556|76567853|22/04/2026
TRP-00705|Iquitos|Rome|118.71|2|completado|Yimmy Ramirez|54681556|87678954|18/04/2026
TRP-00706|Trujillo|Lima|117.6|2|completado|Yimmy Ramirez|54681556|98789055|27/03/2026
TRP-00707|Lima|Amsterdam|115.51|1|completado|Yimmy Ramirez|54681556|12890156|09/03/2026
TRP-00708|Huanuco|Lima|93.95|3|completado|Pedro Huerta|47026307|23901257|30/04/2026
TRP-00709|Iquitos|Trujillo|93.39|3|completado|Pedro Huerta|47026307|34012358|12/05/2026
TRP-00710|Huanuco|London|94.5|2|completado|Pedro Huerta|47026307|45123459|05/03/2026
TRP-00711|Paris|Rome|95.33|2|completado|Pedro Huerta|47026307|56234560|04/03/2026
TRP-00712|Cusco|Arequipa|92.47|1|completado|Pedro Huerta|47026307|67345661|12/04/2026
TRP-00713|Piura|Iquitos|94.2|2|completado|Pedro Huerta|47026307|78456762|31/03/2026
TRP-00714|London|Amsterdam|94.73|3|completado|Pedro Huerta|47026307|89567863|25/03/2026
TRP-00715|Junin|Cusco|92.84|2|completado|Pedro Huerta|47026307|90678964|14/05/2026
TRP-00716|Tacna|Paris|92.92|2|completado|Pedro Huerta|47026307|10789065|14/04/2026
TRP-00717|Cajamarca|Junin|94.76|1|completado|Pedro Huerta|47026307|21890166|04/04/2026
TRP-00718|Tacna|Junin|94.12|2|completado|Pedro Huerta|47026307|32901267|04/04/2026
TRP-00719|Chiclayo|Tacna|94.87|1|completado|Pedro Huerta|47026307|43012368|30/03/2026
TRP-00720|Junin|Milan|93.54|2|completado|Pedro Huerta|47026307|54123469|28/04/2026
TRP-00721|Trujillo|Arequipa|92.87|1|completado|Pedro Huerta|47026307|65234570|18/03/2026
TRP-00722|Amsterdam|Milan|95.23|3|completado|Pedro Huerta|47026307|76345671|25/03/2026
TRP-00723|Cusco|Cajamarca|93.48|2|completado|Pedro Huerta|47026307|87456772|01/03/2026
TRP-00724|Cusco|Milan|146.16|1|completado|Yimmy Carrasco|67497379|98567873|28/04/2026
TRP-00725|Iquitos|Barcelona|147.47|1|completado|Yimmy Carrasco|67497379|12678974|14/03/2026
TRP-00726|Tacna|Cusco|148.15|2|completado|Yimmy Carrasco|67497379|23789075|29/03/2026
TRP-00727|Milan|Berlin|147.83|2|completado|Yimmy Carrasco|67497379|34890176|21/04/2026
TRP-00728|Milan|Berlin|148.09|3|completado|Yimmy Carrasco|67497379|45901277|15/05/2026
TRP-00729|Lima|Paris|148.06|2|completado|Yimmy Carrasco|67497379|56012378|01/03/2026
TRP-00730|Barcelona|Huancayo|147.72|1|completado|Yimmy Carrasco|67497379|67123479|13/03/2026
TRP-00731|Rome|Madrid|147.98|1|completado|Yimmy Carrasco|67497379|78234580|02/04/2026
TRP-00732|Madrid|Huancayo|143.84|2|completado|Yimmy Carrasco|67497379|89345681|05/05/2026
TRP-00733|Berlin|Cusco|134.53|3|completado|Maximo Aguilar|88973542|90456782|21/03/2026
TRP-00734|Iquitos|Amsterdam|136.74|3|completado|Maximo Aguilar|88973542|10567883|13/05/2026
TRP-00735|Milan|Lima|134.64|2|completado|Maximo Aguilar|88973542|21678984|07/04/2026
TRP-00736|Cajamarca|Piura|136.27|2|completado|Maximo Aguilar|88973542|32789085|22/04/2026
TRP-00737|Tacna|Iquitos|137.32|1|completado|Maximo Aguilar|88973542|43890186|13/03/2026
TRP-00738|Barcelona|Cusco|131.8|2|completado|Zenon Huaman|12535987|54901287|01/05/2026
TRP-00739|Cajamarca|Rome|132.96|2|completado|Zenon Huaman|12535987|65012388|16/03/2026
TRP-00740|Tacna|Madrid|133.13|3|completado|Zenon Huaman|12535987|76123489|07/04/2026
TRP-00741|Cajamarca|Barcelona|132.07|1|completado|Zenon Huaman|12535987|87234590|15/05/2026
TRP-00742|Junin|Cusco|130.7|1|completado|Zenon Huaman|12535987|98345691|17/04/2026
TRP-00743|Rome|Iquitos|131.18|2|completado|Zenon Huaman|12535987|12456792|13/03/2026
TRP-00744|Paris|Huanuco|133.02|1|completado|Zenon Huaman|12535987|23567893|04/03/2026
TRP-00745|Rome|Junin|130.91|2|completado|Zenon Huaman|12535987|34678994|12/05/2026
TRP-00746|Piura|Trujillo|131.63|1|completado|Zenon Huaman|12535987|45789095|01/03/2026
TRP-00747|Barcelona|Paris|67.82|3|completado|Hugo Quispe|75685239|56890196|17/04/2026
TRP-00748|Tacna|Huanuco|69.3|3|completado|Hugo Quispe|75685239|67901297|17/05/2026
TRP-00749|Huancayo|Barcelona|68.32|2|completado|Hugo Quispe|75685239|78012398|27/03/2026
TRP-00750|Cajamarca|Tacna|68.4|2|completado|Hugo Quispe|75685239|89123499|22/04/2026
TRP-00751|Junin|Tacna|68.15|3|completado|Hugo Quispe|75685239|90234500|05/04/2026
TRP-00752|Chiclayo|Lima|67.21|1|completado|Hugo Quispe|75685239|10345601|22/04/2026
TRP-00753|Rome|Arequipa|67.48|2|completado|Hugo Quispe|75685239|21456702|03/04/2026
TRP-00754|Huancayo|Milan|71.72|1|completado|Hugo Quispe|75685239|32567803|15/05/2026
TRP-00755|Amsterdam|Iquitos|79.15|1|completado|Yhonatan Cardenas|96743322|43678904|17/04/2026
TRP-00756|Paris|Cusco|81.04|3|completado|Yhonatan Cardenas|96743322|54789005|19/04/2026
TRP-00757|Junin|Barcelona|80.88|1|completado|Yhonatan Cardenas|96743322|65890106|01/04/2026
TRP-00758|Madrid|London|78.19|3|completado|Yhonatan Cardenas|96743322|76901207|18/04/2026
TRP-00759|Cusco|Barcelona|78.54|3|completado|Yhonatan Cardenas|96743322|87012308|11/04/2026
TRP-00760|Huanuco|Barcelona|46.66|1|completado|Antonio Gonzales|74418841|98123409|27/04/2026
TRP-00761|Lima|Madrid|47.97|2|completado|Antonio Gonzales|74418841|12234510|22/03/2026
TRP-00762|Piura|Huanuco|46.4|3|completado|Antonio Gonzales|74418841|23345611|05/05/2026
TRP-00763|Rome|Berlin|46.37|3|completado|Antonio Gonzales|74418841|34456712|04/05/2026
TRP-00764|Barcelona|Lima|45.28|1|completado|Antonio Gonzales|74418841|45567813|13/04/2026
TRP-00765|Barcelona|Tacna|46.51|3|completado|Antonio Gonzales|74418841|56678914|22/03/2026
TRP-00766|Paris|Cajamarca|47.27|3|completado|Antonio Gonzales|74418841|67789015|08/04/2026
TRP-00767|London|Cajamarca|46.78|3|completado|Antonio Gonzales|74418841|78890116|23/04/2026
TRP-00768|Amsterdam|Iquitos|47.66|1|completado|Antonio Gonzales|74418841|89901217|03/04/2026
TRP-00769|Barcelona|Lima|209.37|2|completado|Harold Romero|94993932|90012318|31/03/2026
TRP-00770|Amsterdam|Rome|210.53|1|completado|Harold Romero|94993932|11123419|26/04/2026
TRP-00771|Amsterdam|Tacna|209.28|2|completado|Harold Romero|94993932|12345611|10/05/2026
TRP-00772|Milan|Huanuco|210.04|3|completado|Harold Romero|94993932|87654312|09/03/2026
TRP-00773|Amsterdam|London|208.69|3|completado|Harold Romero|94993932|23456712|03/03/2026
TRP-00774|Berlin|Arequipa|208.36|1|completado|Harold Romero|94993932|34567813|25/04/2026
TRP-00775|Iquitos|Arequipa|209.35|1|completado|Harold Romero|94993932|45678914|03/05/2026
TRP-00776|Huanuco|London|209.71|3|completado|Harold Romero|94993932|56789015|13/04/2026
TRP-00777|Huancayo|Iquitos|207.17|2|completado|Harold Romero|94993932|67890116|25/03/2026
TRP-00778|Madrid|Amsterdam|128.82|3|completado|Norman Cruz|17481739|78901217|04/04/2026
TRP-00779|Barcelona|Milan|129.02|1|completado|Norman Cruz|17481739|89012318|20/05/2026
TRP-00780|Huanuco|Lima|129.15|3|completado|Norman Cruz|17481739|90123419|22/03/2026
TRP-00781|Milan|Cajamarca|127.36|3|completado|Norman Cruz|17481739|11223520|04/03/2026
TRP-00782|Barcelona|Iquitos|128.8|1|completado|Norman Cruz|17481739|22334621|20/04/2026
TRP-00783|Huancayo|Junin|129.5|2|completado|Norman Cruz|17481739|33445722|23/03/2026
TRP-00784|Milan|Berlin|128.97|1|completado|Norman Cruz|17481739|44556823|11/05/2026
TRP-00785|Cajamarca|Junin|128.59|2|completado|Norman Cruz|17481739|55667924|16/03/2026
TRP-00786|Huanuco|Barcelona|129.3|2|completado|Norman Cruz|17481739|66778025|30/03/2026
TRP-00787|Paris|Berlin|127.28|1|completado|Norman Cruz|17481739|77889126|09/04/2026
TRP-00788|Barcelona|Lima|127.1|2|completado|Norman Cruz|17481739|88990227|01/04/2026
TRP-00789|Milan|Tacna|128.85|1|completado|Norman Cruz|17481739|99001328|19/05/2026
TRP-00790|Madrid|Chiclayo|127.83|2|completado|Norman Cruz|17481739|10111429|04/03/2026
TRP-00791|Paris|Berlin|127.13|2|completado|Norman Cruz|17481739|21323530|20/05/2026
TRP-00792|Rome|Cajamarca|157.67|3|completado|Jhonatan Inca|83865450|32434631|17/05/2026
TRP-00793|Amsterdam|Chiclayo|157.69|2|completado|Jhonatan Inca|83865450|43545732|07/03/2026
TRP-00794|Lima|Amsterdam|157.76|3|completado|Jhonatan Inca|83865450|54656833|25/03/2026
TRP-00795|Cajamarca|Chiclayo|157.52|3|completado|Jhonatan Inca|83865450|65767934|26/04/2026
TRP-00796|Junin|Tacna|157.68|1|completado|Jhonatan Inca|83865450|76879035|18/03/2026
TRP-00797|Cusco|Trujillo|156.74|3|completado|Jhonatan Inca|83865450|87990136|26/03/2026
TRP-00798|Amsterdam|Huancayo|156.94|1|completado|Jhonatan Inca|83865450|98901237|19/03/2026
TRP-00799|Lima|Trujillo|158.32|2|completado|Jhonatan Inca|83865450|12012338|06/03/2026
TRP-00800|Milan|Madrid|156.28|2|completado|Jhonatan Inca|83865450|23123439|17/04/2026
TRP-00801|Huancayo|Junin|160|3|completado|Jhonatan Inca|83865450|34234540|26/03/2026
TRP-00802|Huancayo|Madrid|84.42|3|completado|Luigi Cruz|92568541|45345641|06/04/2026
TRP-00803|Huancayo|Arequipa|85.88|2|completado|Luigi Cruz|92568541|56456742|28/04/2026
TRP-00804|London|Madrid|85.43|3|completado|Luigi Cruz|92568541|67567843|22/03/2026
TRP-00805|Berlin|Chiclayo|84.63|2|completado|Luigi Cruz|92568541|78678944|27/03/2026
TRP-00806|Piura|Cajamarca|86.08|3|completado|Luigi Cruz|92568541|89789045|02/05/2026
TRP-00807|Chiclayo|Cajamarca|83.98|2|completado|Luigi Cruz|92568541|90890146|17/03/2026
TRP-00808|Madrid|Berlin|84.07|2|completado|Luigi Cruz|92568541|10901247|04/04/2026
TRP-00809|Tacna|Huanuco|84.89|2|completado|Luigi Cruz|92568541|21012348|31/03/2026
TRP-00810|Lima|Piura|84.84|2|completado|Luigi Cruz|92568541|32123449|18/04/2026
TRP-00811|Junin|London|85.46|3|completado|Luigi Cruz|92568541|43234550|28/03/2026
TRP-00812|Paris|Cusco|83.73|2|completado|Luigi Cruz|92568541|54345651|12/04/2026
TRP-00813|Milan|Trujillo|83.81|1|completado|Luigi Cruz|92568541|65456752|08/04/2026
TRP-00814|Lima|Trujillo|83.44|2|completado|Luigi Cruz|92568541|76567853|29/03/2026
TRP-00815|Junin|Berlin|86.05|3|completado|Luigi Cruz|92568541|87678954|13/04/2026
TRP-00816|Barcelona|Cajamarca|85.88|3|completado|Luigi Cruz|92568541|98789055|25/04/2026
TRP-00817|Berlin|Milan|85.91|3|completado|Luigi Cruz|92568541|12890156|13/05/2026
TRP-00818|Chiclayo|Barcelona|161.1|3|completado|Ivan Huayllani|87121878|23901257|02/04/2026
TRP-00819|Piura|Junin|160.49|1|completado|Ivan Huayllani|87121878|34012358|17/03/2026
TRP-00820|Arequipa|Junin|161.67|2|completado|Ivan Huayllani|87121878|45123459|12/04/2026
